scenario,intensity_index,structure_index,coupled_diagnostic
calme_irrotationnel,4.6790906362952044e-32,0.0,4.6790906362952044e-32
vortex_coherent,4.347614838943572,0.023259157148216747,4.439409432678483
multi_vortex_complexe,0.6156393846646117,0.5926115146458905,0.9798227221918314
