time,intensity_rate,structure_rate,coupled_rate,heterogeneity,localization,roughness,sign_mixing,temporal_deformation
5.750000000000000000e+00,4.607501794271064378e-32,0.000000000000000000e+00,4.846911027692027277e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.775000000000000355e+00,4.459619150731228233e-32,0.000000000000000000e+00,4.530048218156996991e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000711e+00,4.593452776894466025e-32,0.000000000000000000e+00,4.460825346739798879e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.825000000000000178e+00,4.196776682439045088e-32,0.000000000000000000e+00,4.806813091719441927e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.850000000000000533e+00,6.240246225105209317e-32,0.000000000000000000e+00,5.637865797438511768e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.875000000000000000e+00,5.874194057104581159e-32,0.000000000000000000e+00,5.402719647032758474e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000355e+00,3.622244248816568659e-32,0.000000000000000000e+00,4.593020868015869620e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.925000000000000711e+00,5.253400917325760003e-32,0.000000000000000000e+00,4.634249007294991542e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.950000000000000178e+00,4.407949945711849038e-32,0.000000000000000000e+00,4.998902249759950873e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.975000000000000533e+00,5.926308190290345412e-32,0.000000000000000000e+00,5.554331818147989521e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,5.956760946299417672e-32,0.000000000000000000e+00,5.514887521285294343e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.025000000000000355e+00,4.219720002251936949e-32,0.000000000000000000e+00,5.235498452973433025e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.050000000000000711e+00,6.545792861090441625e-32,0.000000000000000000e+00,5.604070360578120901e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.075000000000000178e+00,5.104975717879630016e-32,0.000000000000000000e+00,5.412799617097230259e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000533e+00,4.895454171539221019e-32,0.000000000000000000e+00,5.307959981891165376e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.125000000000000000e+00,6.335955866606591638e-32,0.000000000000000000e+00,5.908116165864419569e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.150000000000000355e+00,6.065098758705312844e-32,0.000000000000000000e+00,5.783419476339064558e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.175000000000000711e+00,4.667524521339040358e-32,0.000000000000000000e+00,5.246759295285541742e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000178e+00,5.586889379758790924e-32,0.000000000000000000e+00,5.376106460054220715e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.225000000000000533e+00,5.663122559360262296e-32,0.000000000000000000e+00,5.380710239709729507e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e+00,4.609706460359600870e-32,0.000000000000000000e+00,4.966693496758909910e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.275000000000000355e+00,4.984238506956152614e-32,0.000000000000000000e+00,4.737914216609362552e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000711e+00,4.373473392165544110e-32,0.000000000000000000e+00,4.485743878715411839e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.325000000000000178e+00,4.211790223574432797e-32,0.000000000000000000e+00,4.427102658512219245e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.350000000000000533e+00,4.911356794734467276e-32,0.000000000000000000e+00,4.773146514068749339e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.375000000000000000e+00,5.058082243231630007e-32,0.000000000000000000e+00,5.190505993371663134e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000355e+00,5.734502692288953163e-32,0.000000000000000000e+00,5.255092262996691146e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.425000000000000711e+00,4.493281424177228249e-32,0.000000000000000000e+00,5.008086692967732542e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.450000000000000178e+00,5.311281231227534739e-32,0.000000000000000000e+00,4.940437632005473265e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.475000000000000533e+00,4.645906641389595881e-32,0.000000000000000000e+00,4.532577913873350209e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
